Averaged Fitness Value,Standard Deviation value,calculation time(milis)
236.001953,3198.880856,6
146.276855,1187.960949,8
102.379883,882.689673,6
74.593750,908.333984,7
53.871582,858.367786,7
40.442383,818.643165,8
33.062988,858.239685,8
27.644043,817.073002,9
25.723145,802.692394,8
25.251953,907.250973,8
23.777344,928.599838,11
20.710449,764.049461,9
21.354980,825.887172,10
21.811035,874.731382,10
21.837402,873.980886,10
20.980957,840.155399,11
19.598633,828.329139,9
20.503418,875.617176,11
20.315918,836.302051,12
20.081543,860.741886,11
20.578613,845.616867,12
19.193848,788.765646,12
19.742676,862.442085,12
19.581055,864.015891,12
19.581055,864.015891,12
String tested,Total calculation time(milis)
XEqtBpbJ,245
