Averaged Fitness Value,Standard Deviation value,calculation time(milis)
164.475586,2060.450576,8
132.656738,1600.869964,4
108.620117,1288.992408,5
90.487793,1108.684421,9
76.060059,1013.683405,7
64.349609,881.741055,5
55.244629,871.136934,5
49.257812,901.113220,6
44.130859,879.662563,8
38.650391,822.830898,5
34.420898,772.949798,7
31.715820,795.963187,4
29.792480,820.480861,5
28.161133,830.008216,4
28.161133,830.008216,4
String tested,Total calculation time(milis)
fdISBp,99
