Averaged Fitness Value,Standard Deviation value,calculation time(milis)
164.475586,2060.450576,6
96.463867,870.956702,8
64.799805,725.787070,6
48.475586,740.544326,7
38.875977,771.489501,7
31.427246,720.864824,11
28.637695,805.884360,9
24.129395,748.346050,8
23.543457,810.898502,12
23.576172,839.116268,8
22.850586,871.317519,14
20.921387,765.393722,19
21.049316,806.705087,8
21.423828,853.903378,10
20.774414,848.073134,10
20.803223,849.729345,10
18.357910,723.831373,12
20.656250,870.257812,11
19.621094,809.496078,11
20.939453,882.619381,11
20.431152,839.808737,9
19.353516,795.242214,11
19.972656,835.240463,11
20.084961,826.596297,11
19.341309,785.656458,12
19.519043,814.450809,12
19.519043,814.450809,12
String tested,Total calculation time(milis)
fdISBp,284
