Averaged Fitness Value,Standard Deviation value,calculation time(milis)
441.435547,275.185299,6
430.458984,504.965115,7
413.510742,852.567267,6
387.382812,1179.185486,6
362.973633,1474.995399,6
332.124023,1590.459228,5
304.160156,1859.255600,6
275.654297,1902.794552,6
246.333008,2076.641059,5
218.745117,2261.657691,7
186.157227,2291.922545,6
160.458984,2286.801052,6
160.458984,2286.801052,6
String tested,Total calculation time(milis)
HowAreYou,83
