Averaged Fitness Value,Standard Deviation value,calculation time(milis)
315.402832,3979.857746,7
209.805664,1629.502273,8
147.741211,1180.667403,7
109.039062,1025.438904,7
81.354492,822.204413,7
67.629883,866.167701,18
56.496582,817.327137,9
49.221191,828.352930,6
43.729492,909.877997,8
38.445312,970.743103,8
31.432617,866.933936,7
29.296875,876.861084,9
27.999023,928.164062,8
26.867188,964.571228,9
25.486328,955.856258,8
22.792480,885.101955,10
22.741699,912.278496,10
20.968262,868.271942,10
22.922363,971.345047,13
22.054199,932.615715,12
19.974121,845.431459,11
21.006836,942.033156,12
21.118652,904.139730,13
20.245605,879.710674,10
20.660156,903.879623,10
21.022949,893.002891,10
20.576172,862.808651,11
21.160156,913.117905,9
21.927246,952.389726,10
21.687012,946.137878,10
21.569824,930.569343,10
20.829590,902.475355,9
21.157715,908.792021,10
21.263184,910.387277,10
21.202637,930.249466,10
22.436035,995.629698,11
20.742676,885.555366,11
20.613770,889.935299,10
22.288574,997.165260,11
20.571777,855.738012,10
20.889160,925.119062,11
21.041016,946.488552,11
21.358398,882.584441,10
21.903320,976.658622,12
20.235840,893.983930,11
21.604492,972.055488,12
21.060547,929.007076,13
19.594238,898.766510,12
20.938477,958.849730,14
20.791016,973.315701,13
20.388672,943.508114,12
20.191406,934.642075,12
20.385254,948.850115,12
19.875000,915.526367,12
21.023926,942.296791,13
20.994629,995.763155,12
19.729492,876.156318,14
19.673828,914.604549,11
21.248047,981.797848,14
20.645508,945.603827,12
20.499023,974.758788,12
19.706055,887.227073,13
21.154785,958.827116,11
19.938477,908.676879,13
20.574219,894.812851,13
20.244629,917.666231,13
21.085938,955.517029,12
18.940918,859.508716,12
20.140625,933.550537,12
20.666016,920.736111,12
20.029785,887.321867,12
20.029785,887.321867,12
String tested,Total calculation time(milis)
WYoCRnrbkQe,816
