Averaged Fitness Value,Standard Deviation value,calculation time(milis)
372.956543,4243.696842,6
260.478027,1667.468267,6
197.404785,1029.582731,5
155.403320,864.895926,6
124.005371,731.943819,6
104.678711,764.845992,6
85.501465,730.834959,7
71.416016,737.458767,6
62.192383,789.459083,7
54.338379,791.176027,8
47.922852,740.145415,6
43.047363,778.579300,8
39.619629,818.062837,7
37.145996,801.553392,6
34.129883,773.459693,6
32.397949,792.870445,8
30.533203,804.138546,7
29.556152,809.290792,7
27.889160,845.849531,7
26.219727,776.274962,8
25.367188,785.898376,7
25.013184,847.545236,8
23.917480,807.773952,8
22.387695,788.355552,8
22.174316,805.224985,8
22.518555,779.786765,8
21.632812,784.154236,9
22.923340,839.270979,8
21.588379,757.964845,8
22.683105,828.986004,9
22.481445,824.730124,8
21.450195,791.480918,8
22.452637,848.484085,8
22.812012,798.655578,8
22.513184,865.187326,8
22.062012,806.216369,9
22.520508,827.979072,8
21.895508,808.182441,8
22.582031,842.599716,8
21.913086,803.596938,9
22.288574,836.196510,10
22.816406,859.287582,8
22.115234,809.365627,8
23.308594,887.266098,9
22.104004,822.918382,8
22.251465,810.293699,8
22.812012,857.692688,8
22.304199,822.961662,8
23.323730,902.075374,8
22.504883,834.141578,7
21.766602,780.476775,9
22.213379,834.687380,7
21.833496,811.192491,8
22.913086,876.311782,9
23.290039,852.727401,7
21.751465,826.181883,8
22.853027,876.619512,8
21.866211,796.297530,8
22.621094,824.230453,8
22.091309,848.456018,10
23.134277,881.137731,8
21.827148,778.737700,9
22.730957,837.432010,8
22.756836,852.437942,9
21.578125,760.216553,8
22.635742,844.253058,8
22.444824,844.308479,7
22.180176,800.217048,9
21.914062,812.110779,8
22.591309,828.344202,7
22.379883,811.510962,9
22.183105,783.556804,9
22.976074,859.256752,7
22.430664,865.175857,9
22.331543,835.555607,8
21.977051,809.146446,8
22.202148,832.285308,8
22.480469,808.805283,8
21.371094,787.803696,8
23.687988,885.243957,8
22.452148,839.513335,9
23.112305,862.262778,9
22.350586,806.070449,8
23.138184,909.895456,8
22.353516,846.685574,8
21.224609,876.352871,9
20.792480,768.445705,10
19.806641,801.092495,10
19.894531,837.383408,10
21.485840,872.480268,9
19.904297,828.766232,10
20.210449,818.711082,10
21.119141,849.985806,10
20.163574,866.381935,11
20.547363,835.287796,9
20.214355,850.418407,10
19.956543,781.175358,10
21.123535,826.680540,10
18.828125,779.842529,10
20.592773,819.748229,11
20.746094,808.679672,9
19.979492,811.114814,9
20.062012,840.069885,11
20.830078,875.188900,10
21.213867,869.723792,10
20.499512,854.538086,10
20.500488,837.630859,10
19.338379,789.544191,12
20.661621,805.054933,11
20.276367,876.430457,12
19.526855,795.976818,13
19.361328,849.728817,12
19.332520,834.156521,12
19.908203,849.199581,11
19.406250,802.019531,12
19.707031,839.018661,11
20.250000,901.172852,13
19.797852,883.881011,13
18.873047,831.560055,13
19.193848,852.813497,13
18.599121,826.967714,12
18.512207,795.400242,20
19.119141,820.631313,12
19.167969,797.185654,12
19.289551,861.028953,13
18.952637,845.534378,12
18.183105,783.664226,12
18.705566,788.405985,12
19.466309,827.414881,12
19.514648,847.498809,12
20.509766,870.428616,12
20.793457,926.738102,12
18.209473,779.932195,11
20.334473,889.738226,13
19.234863,817.717788,11
18.766602,828.398650,11
19.335938,840.968201,13
19.548828,784.516171,18
19.800781,884.069687,11
19.501465,861.991209,12
18.200195,786.818320,11
19.796387,849.944381,11
19.777344,863.576401,12
20.099609,870.246914,12
19.688477,848.507445,14
19.241699,809.605156,11
18.645508,809.622382,12
18.781250,802.994141,12
19.458008,824.577338,12
19.866699,862.892875,11
20.466309,842.781091,12
19.184082,826.966602,12
19.318848,787.190817,12
18.878418,804.845081,12
18.583008,819.489203,13
19.875000,865.341797,13
20.332520,886.248317,12
19.785645,842.811962,13
19.248047,817.936520,11
18.244141,779.050747,12
19.191406,801.836411,12
19.464844,836.773178,11
18.520508,805.119697,13
17.962402,807.344778,11
19.933594,887.108871,12
