Averaged Fitness Value,Standard Deviation value,calculation time(milis)
143.973633,2345.685828,6
114.749023,2092.971190,5
89.738281,1568.421738,15
72.077148,1362.255767,4
58.034180,1292.100394,5
46.626953,1008.025875,7
39.705566,1020.800516,4
33.812012,936.368469,5
31.927734,1024.387356,6
28.728027,1044.356207,5
28.728027,1044.356207,5
String tested,Total calculation time(milis)
phsr,74
