Averaged Fitness Value,Standard Deviation value,calculation time(milis)
682.006836,446.705031,9
665.258789,694.171309,10
642.202148,990.511870,10
616.308594,1214.596176,10
588.320312,1618.663025,9
558.398438,1857.493591,9
525.053711,1913.961959,9
494.331055,2175.724387,9
461.020508,2245.003486,9
423.090820,2365.886283,8
388.950195,2620.235801,6
354.580078,2863.983822,6
317.846680,2754.005790,6
283.027344,2713.100815,6
252.275391,3157.810879,7
219.111328,2782.901669,5
188.613281,2603.057480,8
188.613281,2603.057480,8
String tested,Total calculation time(milis)
gtiucDfjFoUmwY,154
