12,119
5,66
6,53
10,122
10,125
11,124
11,120
11,94
14,143
6,50
9,88
2,8
2,17
6,57
6,72
5,37
13,119
15,153
15,140
13,125
6,50
5,37
13,124
14,123
5,46
4,39
14,137
14,145
12,106
12,112
9,81
9,86
9,87
8,73
10,92
9,83
10,95
10,99
7,86
7,92
7,87
9,66
4,56
4,52
