12,402
5,114
6,133
10,556
10,221
11,1865
11,327
11,875
14,1364
6,147
9,197
2,21
2,16
6,114
6,164
5,86
13,307
15,3077
15,5312
13,332
6,113
5,87
13,271
14,390
5,104
4,65
14,278
14,245
12,487
12,1691
9,155
9,197
9,242
8,124
10,3399
9,398
10,218
10,1429
7,203
7,297
7,241
9,428
4,99
4,80
