Averaged Fitness Value,Standard Deviation value,calculation time(milis)
440.917969,273.376083,7
429.077148,503.982329,10
412.119141,848.048306,6
385.571289,1135.611129,7
361.489258,1396.268439,9
331.982422,1545.386410,7
304.062500,1986.718750,5
275.512695,2166.534019,7
244.941406,2398.434067,6
214.033203,2452.873898,6
214.033203,2452.873898,6
String tested,Total calculation time(milis)
tAxrZPOes,82
