Averaged Fitness Value,Standard Deviation value,calculation time(milis)
285.691406,3825.885239,5
239.235352,2717.687774,5
202.192871,2322.327547,6
170.510254,1887.180559,7
144.734863,1454.693863,5
126.357910,1273.614576,7
110.119629,1077.337740,5
99.141113,1101.316513,7
88.403320,1067.370536,6
78.420898,1010.828704,8
69.651855,903.033581,5
63.287598,837.621877,5
59.079102,913.662688,5
52.817871,844.752474,5
48.978027,845.020513,5
46.589355,879.546703,6
43.154297,891.987911,6
40.284668,832.865741,9
38.114746,857.695329,5
34.884277,817.907995,5
32.521973,789.245611,6
32.354492,850.914374,5
30.358887,839.476181,5
30.055176,848.562874,7
29.218750,915.492188,5
26.734375,849.959717,7
26.447754,859.290239,5
24.354980,817.102016,7
25.277832,946.130329,5
23.730957,865.098026,8
22.452148,846.368804,5
22.452148,846.368804,5
String tested,Total calculation time(milis)
HqOhgBcoiM,207
