12,111
5,59
6,57
10,94
10,79
11,105
11,105
11,98
14,134
6,61
9,86
2,11
2,11
6,49
6,67
5,50
13,121
15,130
15,119
13,114
6,55
5,61
13,111
14,130
5,44
4,31
14,118
14,121
12,117
12,110
9,79
9,88
9,91
8,82
10,89
9,79
10,78
10,84
7,55
7,67
7,54
9,85
4,39
4,30
