12,129
5,52
6,64
10,86
10,116
11,108
11,109
11,109
14,165
6,59
9,102
2,10
2,22
6,58
6,59
5,48
13,126
15,176
15,150
13,146
6,59
5,63
13,163
14,164
5,56
4,62
14,153
14,153
12,122
12,127
9,87
9,92
9,106
8,88
10,91
9,86
10,104
10,95
7,79
7,63
7,82
9,93
4,39
4,54
