12,3526
5,1224
6,1390
10,3037
10,3523
11,2741
11,28373
11,6456
14,23220
6,1291
9,1955
2,117
2,325
6,1099
6,1391
5,1104
13,3118
15,66673
15,3502
13,5888
6,1293
5,724
13,8600
14,26337
5,1286
4,724
14,3571
14,7400
12,9407
12,2725
9,2047
9,1845
9,2427
8,1671
10,1778
9,2240
10,6993
10,15281
7,1806
7,1788
7,1484
9,2172
4,715
4,1009
