Averaged Fitness Value,Standard Deviation value,calculation time(milis)
467.630371,6794.575777,7
319.850098,2241.621572,6
243.475586,1510.513076,8
189.232910,1237.227491,6
149.059570,1178.354850,6
116.372070,1036.632071,8
90.810547,909.327389,7
72.907715,921.789823,8
59.230957,1005.970585,6
49.253906,915.434555,8
44.194336,834.886062,7
41.765137,843.353531,7
40.031250,943.917969,7
39.046387,943.897751,7
35.937500,884.295898,7
34.021973,900.483404,8
32.401855,918.742321,7
30.278809,896.998926,9
28.628418,965.136829,9
26.153809,864.181909,8
25.597656,907.248276,8
24.687500,925.283203,7
23.201660,945.338728,10
21.574219,913.285507,11
21.226074,928.971840,9
21.561035,888.494322,10
20.881348,942.626058,9
22.224609,980.182949,10
21.308105,933.603801,10
21.920898,959.807220,9
21.823242,963.320319,10
20.435547,893.371822,9
21.675293,977.985874,10
21.980957,923.977665,11
21.317383,963.196143,11
20.919922,874.718197,10
21.706055,952.321799,10
21.315918,952.774708,11
21.707520,956.052639,10
20.560059,876.177057,12
21.500000,957.586914,10
21.755859,961.120083,13
20.669922,871.225033,12
22.297363,1010.066360,11
20.926270,925.236263,13
21.011230,966.247432,12
20.824707,960.999058,12
20.571777,963.363012,13
21.687988,1060.772278,12
20.778320,966.607108,12
20.079102,918.030852,13
20.254395,936.632061,11
19.743652,917.221884,12
20.833984,967.410915,12
21.527344,961.705307,12
19.920410,966.998060,11
20.935059,988.497247,12
20.147461,935.201888,12
21.050781,980.752304,12
20.432129,997.880159,12
21.225098,996.203726,12
20.249023,930.283690,11
21.021973,963.178716,12
20.917969,960.730576,12
19.833008,881.624457,13
21.002930,980.780265,12
20.267090,921.750440,13
20.283691,901.898523,13
20.147461,935.016341,12
20.654785,939.193815,13
20.856445,948.013572,13
20.544434,921.768533,13
21.151855,980.363170,13
20.289551,967.009422,14
20.645508,982.105781,13
20.087402,910.690115,12
20.407715,962.349882,18
21.562988,994.722595,14
19.554199,904.866203,11
21.875977,1005.702392,13
20.453125,943.730225,13
21.829590,1032.300550,12
20.801270,957.534237,12
21.209473,1019.985906,11
20.812988,984.622741,12
20.093750,971.370117,12
20.581543,919.890812,11
19.901367,910.573279,13
19.752441,924.431391,11
22.057617,1031.489844,13
20.033691,944.926111,12
20.249512,935.088623,12
21.450195,984.517051,13
20.053223,953.998632,12
20.791016,956.750271,13
20.545898,983.656096,13
20.267090,926.441847,14
21.573730,961.784603,13
18.992676,895.259224,13
21.036621,966.958132,13
21.118164,936.237014,11
20.138672,909.843075,13
20.201660,951.002790,12
20.966797,975.491085,12
21.316406,992.991684,13
20.629395,971.979351,11
20.980957,979.263798,12
19.389648,893.477080,12
21.099609,935.872890,13
20.607910,1000.538160,11
20.806641,966.532925,12
20.183594,949.177231,12
20.555176,956.000862,13
21.147461,995.877669,16
21.041992,950.764838,12
20.894531,951.546494,12
21.417969,1021.543076,12
20.655273,957.443664,12
19.625000,900.421875,11
20.489746,987.786028,11
19.879395,955.997661,13
19.802246,935.092241,13
20.055664,916.829909,12
20.254883,897.121558,11
20.622559,979.032831,12
19.705566,914.931375,12
19.340332,901.084858,12
20.039551,930.544822,13
20.857910,983.069166,12
20.662109,964.116299,13
21.965820,1034.829886,13
22.144043,1072.602787,12
19.452637,920.992874,12
21.227051,975.531944,12
20.476074,961.822670,12
19.614258,918.448859,12
20.495117,954.253882,13
20.544922,893.655209,12
20.888672,1005.766903,13
20.339355,958.759350,11
19.461914,936.354018,12
20.774902,946.197866,11
20.774902,946.197866,11
String tested,Total calculation time(milis)
tNqgrmsvaBjKox,1717
