Averaged Fitness Value,Standard Deviation value,calculation time(milis)
150.522461,1601.956527,6
122.780762,1255.955353,6
101.334961,1014.207137,4
84.866699,949.165336,5
71.961426,803.360328,6
61.502441,729.178705,7
53.222168,680.281208,4
48.019043,753.385868,6
43.625000,713.550781,5
38.213379,676.994020,5
34.193848,629.764669,6
31.496582,641.781238,4
29.728027,665.346441,5
28.208496,691.979479,4
28.208496,691.979479,4
String tested,Total calculation time(milis)
pIHJOB,86
