Averaged Fitness Value,Standard Deviation value,calculation time(milis)
196.992188,120.933533,5
192.148438,276.731873,5
182.119141,531.349087,7
166.855469,786.498642,6
146.245117,1002.258277,4
146.245117,1002.258277,4
String tested,Total calculation time(milis)
IgZW,35
