Averaged Fitness Value,Standard Deviation value,calculation time(milis)
100.968750,1153.921875,8
80.428223,930.079809,4
66.770996,913.740038,6
55.976074,840.967689,4
46.298828,817.389217,6
38.901367,696.940467,5
34.847168,765.050373,5
31.216309,759.012293,5
30.531738,872.497040,5
27.473633,867.936805,6
24.152832,786.417560,6
24.152832,786.417560,6
String tested,Total calculation time(milis)
IgZW,71
