12,1998
5,98
6,325
10,184
12,214732
5,1483
6,5546
10,3606
10,115749
11,15156
11,47917
11,33768
14,62802
6,2354
9,30685
2,221
2,211
6,1912
6,2097
5,1698
13,89818
15,96308
15,89705
13,25892
6,1896
5,2116
13,26012
14,30257
5,2529
4,1469
14,101964
14,61944
12,6281
12,148723
9,5279
9,20250
9,8642
8,5067
10,3763
9,58756
10,5876
10,114874
7,19866
7,3389
7,2750
9,87142
4,1042
4,2117
