Averaged Fitness Value,Standard Deviation value,calculation time(milis)
315.402832,3979.857746,5
269.266113,2991.332992,5
232.210938,2399.695740,6
200.896973,2074.786749,6
174.813477,1757.624389,5
151.606934,1539.842081,6
132.887695,1387.485435,7
118.175293,1336.531284,6
104.179688,1251.616150,4
91.066406,1078.990707,8
80.369141,981.751431,5
72.318848,950.690817,5
66.793457,961.286930,7
60.156250,953.346680,5
55.000000,876.924805,12
50.741699,923.150566,5
47.796875,961.216553,5
43.224121,828.467836,5
40.658203,912.302120,5
38.317383,873.068213,5
35.183105,861.029461,5
34.770508,908.497138,4
32.565430,884.837516,4
31.480957,839.276005,5
31.229492,973.417060,6
29.396973,898.992315,6
27.895508,876.564277,4
26.847168,877.332599,5
28.033691,1000.509119,6
25.625488,876.616089,6
25.410645,943.063305,19
25.354492,953.073554,5
23.256348,854.806844,5
24.324707,949.600132,4
23.274902,926.782339,5
23.592285,977.466093,8
21.698730,892.332577,6
22.742676,989.225288,5
22.742676,989.225288,5
String tested,Total calculation time(milis)
WYoCRnrbkQe,249
