Averaged Fitness Value,Standard Deviation value,calculation time(milis)
295.107422,173.718929,5
288.320312,378.428650,8
274.790039,631.889510,10
254.047852,902.413726,7
233.940430,1222.217155,5
210.004883,1405.224586,5
186.640625,1630.902100,4
162.890625,1769.573975,16
162.890625,1769.573975,16
String tested,Total calculation time(milis)
World!,68
