Averaged Fitness Value,Standard Deviation value,calculation time(milis)
537.519531,361.620712,8
523.247070,598.782706,7
504.282227,867.062926,10
478.540039,1179.948592,9
452.373047,1394.856930,7
422.724609,1634.861660,6
394.414062,1930.223083,7
362.788086,2192.373061,8
328.974609,2286.057949,8
296.357422,2347.962093,9
266.791992,2673.937201,6
233.002930,2696.011710,8
233.002930,2696.011710,8
String tested,Total calculation time(milis)
ImDNfLbXCGx,105
