Averaged Fitness Value,Standard Deviation value,calculation time(milis)
295.131836,178.595901,6
288.164062,384.031677,5
275.400391,639.195156,7
255.073242,932.318854,6
233.925781,1121.599960,6
212.299805,1295.931602,8
188.730469,1462.743759,7
167.373047,1573.470211,5
142.519531,1671.288681,8
142.519531,1671.288681,8
String tested,Total calculation time(milis)
AIUGFc,67
