Averaged Fitness Value,Standard Deviation value,ELAPSED time(milis),CLOCK TICKS
295.122070,178.989005,0.005000,5
287.832031,386.120224,0.003000,3
272.612305,663.732505,0.005000,5
250.341797,968.437862,0.005000,5
225.874023,1291.814208,0.018000,18
196.694336,1547.812819,0.004000,4
168.237305,1757.781577,0.004000,4
136.694336,1843.808913,0.006000,6
136.694336,1843.808913,0.006000,6
String tested,Total calculation time(milis)
fdISBp,66
