Averaged Fitness Value,Standard Deviation value,calculation time(milis)
490.034180,290.965629,7
440.117188,823.130798,8
385.258789,1176.104903,7
330.922852,1152.908111,7
279.687500,1287.988281,7
229.370117,1194.671607,8
181.621094,1268.465805,7
135.654297,945.763302,8
135.654297,945.763302,8
String tested,Total calculation time(milis)
EBsXFOqoKP,66
