Averaged Fitness Value,Standard Deviation value,calculation time(milis)
273.056641,3089.131557,7
181.302734,1302.089993,7
127.835449,950.904075,6
93.076172,823.476620,7
71.302246,767.355425,7
55.151367,773.268104,7
41.859863,727.778702,7
34.205078,754.956966,8
30.364746,752.595964,7
28.455078,877.489193,9
24.842773,808.921569,9
22.034668,758.652607,9
22.294434,785.791727,8
22.713867,858.192542,10
20.841309,777.828821,10
20.036621,792.438600,10
19.087891,774.584072,12
19.325684,772.019418,13
19.325684,772.019418,13
String tested,Total calculation time(milis)
EBsXFOqoKP,168
