Averaged Fitness Value,Standard Deviation value,calculation time(milis)
204.980469,2653.678329,7
123.161621,1151.593508,7
80.166992,825.780707,6
57.466797,842.238155,7
42.889648,784.385283,7
34.987305,799.213706,7
31.670898,861.359466,8
26.980957,814.094852,8
23.973145,788.157970,8
23.826172,901.052792,12
22.039551,911.734276,10
20.069336,827.451247,10
20.125000,811.541016,11
20.838867,869.516028,10
20.696289,881.294478,13
20.887207,870.842258,13
20.887207,870.842258,13
String tested,Total calculation time(milis)
NYFOgtw,160
