Averaged Fitness Value,Standard Deviation value,calculation time(milis)
440.981445,271.448874,6
429.389648,483.953643,7
412.700195,798.812461,6
387.475586,1047.289443,6
365.234375,1253.460693,5
337.182617,1318.576026,7
314.116211,1751.074386,5
282.285156,1764.406967,5
257.866211,2187.292647,8
227.465820,2227.318168,7
196.533203,2202.727413,6
172.583008,2113.201118,6
145.991211,1999.896407,5
145.991211,1999.896407,5
String tested,Total calculation time(milis)
VbTHsrIpt,94
